,location,sourceelementkey,latitude,longitude
805,"{'type': 'Point', 'coordinates': [-122.34280866, 47.6171554]}",53130,47.6171554,-122.34280866
806,"{'type': 'Point', 'coordinates': [-122.34514822, 47.61915885]}",53133,47.61915885,-122.34514822
807,"{'type': 'Point', 'coordinates': [-122.34486439, 47.61916578]}",53134,47.61916578,-122.34486439
808,"{'type': 'Point', 'coordinates': [-122.34513699, 47.62031534]}",53137,47.62031534,-122.34513699
809,"{'type': 'Point', 'coordinates': [-122.34484504, 47.62031408]}",53138,47.62031408,-122.34484504
810,"{'type': 'Point', 'coordinates': [-122.34487103, 47.62260909]}",53142,47.62260909,-122.34487103
811,"{'type': 'Point', 'coordinates': [-122.32644733, 47.59877208]}",53237,47.59877208,-122.32644733
812,"{'type': 'Point', 'coordinates': [-122.3262771, 47.5987704]}",53238,47.5987704,-122.3262771
813,"{'type': 'Point', 'coordinates': [-122.32645397, 47.59707811]}",53241,47.59707811,-122.32645397
814,"{'type': 'Point', 'coordinates': [-122.32628368, 47.59709419]}",53242,47.59709419,-122.32628368
815,"{'type': 'Point', 'coordinates': [-122.33463505, 47.61312767]}",53422,47.61312767,-122.33463505
816,"{'type': 'Point', 'coordinates': [-122.33836153, 47.61548441]}",53429,47.61548441,-122.33836153
817,"{'type': 'Point', 'coordinates': [-122.33833527, 47.61568744]}",53430,47.61568744,-122.33833527
818,"{'type': 'Point', 'coordinates': [-122.33353011, 47.61360677]}",53542,47.61360677,-122.33353011
819,"{'type': 'Point', 'coordinates': [-122.34115357, 47.62582786]}",53545,47.62582786,-122.34115357
820,"{'type': 'Point', 'coordinates': [-122.34090996, 47.62586105]}",53546,47.62586105,-122.34090996
821,"{'type': 'Point', 'coordinates': [-122.34111554, 47.62820088]}",53549,47.62820088,-122.34111554
822,"{'type': 'Point', 'coordinates': [-122.34086055, 47.62817888]}",53550,47.62817888,-122.34086055
823,"{'type': 'Point', 'coordinates': [-122.32256818, 47.5987507]}",53681,47.5987507,-122.32256818
824,"{'type': 'Point', 'coordinates': [-122.33644763, 47.61672619]}",53805,47.61672619,-122.33644763
825,"{'type': 'Point', 'coordinates': [-122.33632144, 47.61680818]}",53806,47.61680818,-122.33632144
826,"{'type': 'Point', 'coordinates': [-122.33965677, 47.62387194]}",53810,47.62387194,-122.33965677
827,"{'type': 'Point', 'coordinates': [-122.33739229, 47.60272059]}",53998,47.60272059,-122.33739229
828,"{'type': 'Point', 'coordinates': [-122.35002691, 47.61208131]}",54009,47.61208131,-122.35002691
829,"{'type': 'Point', 'coordinates': [-122.34987647, 47.61220724]}",54010,47.61220724,-122.34987647
830,"{'type': 'Point', 'coordinates': [-122.33564645, 47.60044699]}",54021,47.60044699,-122.33564645
831,"{'type': 'Point', 'coordinates': [-122.32227056, 47.603684]}",54037,47.603684,-122.32227056
832,"{'type': 'Point', 'coordinates': [-122.32217322, 47.60360867]}",54038,47.60360867,-122.32217322
833,"{'type': 'Point', 'coordinates': [-122.33160969, 47.62691411]}",54073,47.62691411,-122.33160969
834,"{'type': 'Point', 'coordinates': [-122.33162869, 47.62680437]}",54074,47.62680437,-122.33162869
835,"{'type': 'Point', 'coordinates': [-122.34830871, 47.61387783]}",54305,47.61387783,-122.34830871
836,"{'type': 'Point', 'coordinates': [-122.34027074, 47.61830892]}",54409,47.61830892,-122.34027074
837,"{'type': 'Point', 'coordinates': [-122.34007491, 47.6182605]}",54410,47.6182605,-122.34007491
838,"{'type': 'Point', 'coordinates': [-122.32457474, 47.61465635]}",54449,47.61465635,-122.32457474
839,"{'type': 'Point', 'coordinates': [-122.32435615, 47.61468365]}",54450,47.61468365,-122.32435615
840,"{'type': 'Point', 'coordinates': [-122.34568472, 47.61233327]}",54513,47.61233327,-122.34568472
841,"{'type': 'Point', 'coordinates': [-122.34555039, 47.6122539]}",54514,47.6122539,-122.34555039
842,"{'type': 'Point', 'coordinates': [-122.3214265, 47.61039901]}",54606,47.61039901,-122.3214265
843,"{'type': 'Point', 'coordinates': [-122.32353318, 47.61250368]}",54609,47.61250368,-122.32353318
844,"{'type': 'Point', 'coordinates': [-122.32340074, 47.61256215]}",54610,47.61256215,-122.32340074
845,"{'type': 'Point', 'coordinates': [-122.35303647, 47.61664133]}",54669,47.61664133,-122.35303647
846,"{'type': 'Point', 'coordinates': [-122.35129465, 47.61796364]}",54673,47.61796364,-122.35129465
847,"{'type': 'Point', 'coordinates': [-122.32063959, 47.6121046]}",54722,47.6121046,-122.32063959
848,"{'type': 'Point', 'coordinates': [-122.32089936, 47.61467932]}",54725,47.61467932,-122.32089936
849,"{'type': 'Point', 'coordinates': [-122.32093008, 47.615854]}",54729,47.615854,-122.32093008
850,"{'type': 'Point', 'coordinates': [-122.32070714, 47.61585834]}",54730,47.61585834,-122.32070714
851,"{'type': 'Point', 'coordinates': [-122.32100027, 47.62152987]}",54733,47.62152987,-122.32100027
852,"{'type': 'Point', 'coordinates': [-122.32078533, 47.6215287]}",54734,47.6215287,-122.32078533
853,"{'type': 'Point', 'coordinates': [-122.32104278, 47.62369682]}",54737,47.62369682,-122.32104278
854,"{'type': 'Point', 'coordinates': [-122.32081137, 47.62368073]}",54738,47.62368073,-122.32081137
855,"{'type': 'Point', 'coordinates': [-122.32141642, 47.62597214]}",54741,47.62597214,-122.32141642
856,"{'type': 'Point', 'coordinates': [-122.31980299, 47.61188096]}",54754,47.61188096,-122.31980299
857,"{'type': 'Point', 'coordinates': [-122.31447503, 47.65755256]}",54765,47.65755256,-122.31447503
858,"{'type': 'Point', 'coordinates': [-122.31429199, 47.65756816]}",54766,47.65756816,-122.31429199
859,"{'type': 'Point', 'coordinates': [-122.34942031, 47.61685194]}",54953,47.61685194,-122.34942031
860,"{'type': 'Point', 'coordinates': [-122.34924775, 47.61673547]}",54954,47.61673547,-122.34924775
861,"{'type': 'Point', 'coordinates': [-122.34947863, 47.61806027]}",54985,47.61806027,-122.34947863
862,"{'type': 'Point', 'coordinates': [-122.34929581, 47.61799756]}",54986,47.61799756,-122.34929581
863,"{'type': 'Point', 'coordinates': [-122.32553133, 47.60726592]}",55025,47.60726592,-122.32553133
864,"{'type': 'Point', 'coordinates': [-122.32544003, 47.60718161]}",55026,47.60718161,-122.32544003
865,"{'type': 'Point', 'coordinates': [-122.3244191, 47.60771806]}",55029,47.60771806,-122.3244191
866,"{'type': 'Point', 'coordinates': [-122.32435775, 47.60764057]}",55030,47.60764057,-122.32435775
867,"{'type': 'Point', 'coordinates': [-122.34254683, 47.61913275]}",55369,47.61913275,-122.34254683
868,"{'type': 'Point', 'coordinates': [-122.3422468, 47.61912951]}",55370,47.61912951,-122.3422468
869,"{'type': 'Point', 'coordinates': [-122.3425489, 47.62030601]}",55373,47.62030601,-122.3425489
870,"{'type': 'Point', 'coordinates': [-122.34222454, 47.620302]}",55374,47.620302,-122.34222454
871,"{'type': 'Point', 'coordinates': [-122.34251847, 47.62379307]}",55377,47.62379307,-122.34251847
872,"{'type': 'Point', 'coordinates': [-122.32980717, 47.60197155]}",55409,47.60197155,-122.32980717
873,"{'type': 'Point', 'coordinates': [-122.32955839, 47.60197685]}",55410,47.60197685,-122.32955839
874,"{'type': 'Point', 'coordinates': [-122.35433613, 47.617408]}",55429,47.617408,-122.35433613
875,"{'type': 'Point', 'coordinates': [-122.35419616, 47.61731632]}",55430,47.61731632,-122.35419616
876,"{'type': 'Point', 'coordinates': [-122.32927427, 47.62252079]}",55449,47.62252079,-122.32927427
877,"{'type': 'Point', 'coordinates': [-122.32681868, 47.63134595]}",55453,47.63134595,-122.32681868
878,"{'type': 'Point', 'coordinates': [-122.32657593, 47.63127461]}",55454,47.63127461,-122.32657593
879,"{'type': 'Point', 'coordinates': [-122.34590525, 47.61153645]}",55473,47.61153645,-122.34590525
880,"{'type': 'Point', 'coordinates': [-122.34575092, 47.61135286]}",55474,47.61135286,-122.34575092
881,"{'type': 'Point', 'coordinates': [-122.33444547, 47.62143551]}",55637,47.62143551,-122.33444547
882,"{'type': 'Point', 'coordinates': [-122.33418976, 47.62139099]}",55638,47.62139099,-122.33418976
883,"{'type': 'Point', 'coordinates': [-122.33443905, 47.62261088]}",55641,47.62261088,-122.33443905
884,"{'type': 'Point', 'coordinates': [-122.33914567, 47.62212606]}",56073,47.62212606,-122.33914567
885,"{'type': 'Point', 'coordinates': [-122.33912682, 47.6219615]}",56074,47.6219615,-122.33912682
886,"{'type': 'Point', 'coordinates': [-122.329809, 47.62192424]}",56082,47.62192424,-122.329809
887,"{'type': 'Point', 'coordinates': [-122.32202359, 47.61467559]}",56149,47.61467559,-122.32202359
888,"{'type': 'Point', 'coordinates': [-122.32221818, 47.61467413]}",56150,47.61467413,-122.32221818
889,"{'type': 'Point', 'coordinates': [-122.3302179, 47.61721619]}",56241,47.61721619,-122.3302179
890,"{'type': 'Point', 'coordinates': [-122.32995858, 47.6121682]}",56246,47.6121682,-122.32995858
891,"{'type': 'Point', 'coordinates': [-122.34565175, 47.61981452]}",56345,47.61981452,-122.34565175
892,"{'type': 'Point', 'coordinates': [-122.3457077, 47.61965023]}",56346,47.61965023,-122.3457077
893,"{'type': 'Point', 'coordinates': [-122.34299816, 47.61980442]}",56349,47.61980442,-122.34299816
894,"{'type': 'Point', 'coordinates': [-122.34299759, 47.61964815]}",56350,47.61964815,-122.34299759
895,"{'type': 'Point', 'coordinates': [-122.34169801, 47.61980198]}",56353,47.61980198,-122.34169801
896,"{'type': 'Point', 'coordinates': [-122.34166097, 47.61964009]}",56354,47.61964009,-122.34166097
897,"{'type': 'Point', 'coordinates': [-122.33782845, 47.61976598]}",56357,47.61976598,-122.33782845
898,"{'type': 'Point', 'coordinates': [-122.3378255, 47.61963986]}",56358,47.61963986,-122.3378255
899,"{'type': 'Point', 'coordinates': [-122.33618907, 47.61966361]}",56362,47.61966361,-122.33618907
900,"{'type': 'Point', 'coordinates': [-122.38355354, 47.66773569]}",56653,47.66773569,-122.38355354
901,"{'type': 'Point', 'coordinates': [-122.38339858, 47.6678947]}",56654,47.6678947,-122.38339858
902,"{'type': 'Point', 'coordinates': [-122.34427892, 47.61146223]}",56682,47.61146223,-122.34427892
903,"{'type': 'Point', 'coordinates': [-122.34010944, 47.61486473]}",56685,47.61486473,-122.34010944
904,"{'type': 'Point', 'coordinates': [-122.33998391, 47.61478689]}",56686,47.61478689,-122.33998391
905,"{'type': 'Point', 'coordinates': [-122.33754857, 47.61686986]}",56693,47.61686986,-122.33754857
906,"{'type': 'Point', 'coordinates': [-122.33710978, 47.60439636]}",56901,47.60439636,-122.33710978
907,"{'type': 'Point', 'coordinates': [-122.3370069, 47.60430723]}",56902,47.60430723,-122.3370069
908,"{'type': 'Point', 'coordinates': [-122.32231995, 47.61044274]}",56910,47.61044274,-122.32231995
909,"{'type': 'Point', 'coordinates': [-122.33283389, 47.6052007]}",56977,47.6052007,-122.33283389
910,"{'type': 'Point', 'coordinates': [-122.32723738, 47.60743217]}",56982,47.60743217,-122.32723738
911,"{'type': 'Point', 'coordinates': [-122.32514483, 47.59707332]}",57017,47.59707332,-122.32514483
912,"{'type': 'Point', 'coordinates': [-122.32499081, 47.59707304]}",57018,47.59707304,-122.32499081
913,"{'type': 'Point', 'coordinates': [-122.35019179, 47.62465764]}",57077,47.62465764,-122.35019179
914,"{'type': 'Point', 'coordinates': [-122.32168833, 47.60734463]}",57190,47.60734463,-122.32168833
915,"{'type': 'Point', 'coordinates': [-122.33125717, 47.61717718]}",57193,47.61717718,-122.33125717
916,"{'type': 'Point', 'coordinates': [-122.3311435, 47.61726292]}",57194,47.61726292,-122.3311435
917,"{'type': 'Point', 'coordinates': [-122.33310076, 47.62371398]}",57197,47.62371398,-122.33310076
918,"{'type': 'Point', 'coordinates': [-122.33290607, 47.6237063]}",57198,47.6237063,-122.33290607
919,"{'type': 'Point', 'coordinates': [-122.33266709, 47.62552645]}",57201,47.62552645,-122.33266709
920,"{'type': 'Point', 'coordinates': [-122.33246437, 47.62554339]}",57202,47.62554339,-122.33246437
921,"{'type': 'Point', 'coordinates': [-122.33296847, 47.60129311]}",57349,47.60129311,-122.33296847
922,"{'type': 'Point', 'coordinates': [-122.33278201, 47.60129281]}",57350,47.60129281,-122.33278201
923,"{'type': 'Point', 'coordinates': [-122.33297326, 47.59872593]}",57353,47.59872593,-122.33297326
924,"{'type': 'Point', 'coordinates': [-122.33278682, 47.59872563]}",57354,47.59872563,-122.33278682
925,"{'type': 'Point', 'coordinates': [-122.33802771, 47.61248557]}",57377,47.61248557,-122.33802771
926,"{'type': 'Point', 'coordinates': [-122.33173301, 47.6123329]}",57513,47.6123329,-122.33173301
927,"{'type': 'Point', 'coordinates': [-122.32941032, 47.61316149]}",57518,47.61316149,-122.32941032
928,"{'type': 'Point', 'coordinates': [-122.33182337, 47.62370101]}",57549,47.62370101,-122.33182337
929,"{'type': 'Point', 'coordinates': [-122.33162048, 47.62367967]}",57550,47.62367967,-122.33162048
930,"{'type': 'Point', 'coordinates': [-122.35603229, 47.62334257]}",57861,47.62334257,-122.35603229
931,"{'type': 'Point', 'coordinates': [-122.35604157, 47.62320827]}",57862,47.62320827,-122.35604157
932,"{'type': 'Point', 'coordinates': [-122.32979127, 47.62308945]}",57874,47.62308945,-122.32979127
933,"{'type': 'Point', 'coordinates': [-122.31768524, 47.65889386]}",57898,47.65889386,-122.31768524
934,"{'type': 'Point', 'coordinates': [-122.31732455, 47.66400658]}",57902,47.66400658,-122.31732455
935,"{'type': 'Point', 'coordinates': [-122.31727794, 47.67538932]}",57914,47.67538932,-122.31727794
936,"{'type': 'Point', 'coordinates': [-122.33693505, 47.6063023]}",58078,47.6063023,-122.33693505
937,"{'type': 'Point', 'coordinates': [-122.33263214, 47.60825757]}",58081,47.60825757,-122.33263214
938,"{'type': 'Point', 'coordinates': [-122.32591296, 47.61107791]}",58085,47.61107791,-122.32591296
939,"{'type': 'Point', 'coordinates': [-122.32580847, 47.61096366]}",58086,47.61096366,-122.32580847
940,"{'type': 'Point', 'coordinates': [-122.33417737, 47.60662779]}",58177,47.60662779,-122.33417737
941,"{'type': 'Point', 'coordinates': [-122.32961798, 47.60839012]}",58182,47.60839012,-122.32961798
942,"{'type': 'Point', 'coordinates': [-122.32861357, 47.60894226]}",58185,47.60894226,-122.32861357
943,"{'type': 'Point', 'coordinates': [-122.3285232, 47.60883822]}",58186,47.60883822,-122.3285232
944,"{'type': 'Point', 'coordinates': [-122.32643589, 47.6098468]}",58193,47.6098468,-122.32643589
945,"{'type': 'Point', 'coordinates': [-122.32630418, 47.60977296]}",58194,47.60977296,-122.32630418
946,"{'type': 'Point', 'coordinates': [-122.32416226, 47.61080097]}",58197,47.61080097,-122.32416226
947,"{'type': 'Point', 'coordinates': [-122.32407916, 47.61069711]}",58198,47.61069711,-122.32407916
948,"{'type': 'Point', 'coordinates': [-122.33566247, 47.61456869]}",58222,47.61456869,-122.33566247
949,"{'type': 'Point', 'coordinates': [-122.3323523, 47.61732776]}",58225,47.61732776,-122.3323523
950,"{'type': 'Point', 'coordinates': [-122.33220713, 47.6172401]}",58226,47.6172401,-122.33220713
951,"{'type': 'Point', 'coordinates': [-122.32557881, 47.61352508]}",58337,47.61352508,-122.32557881
952,"{'type': 'Point', 'coordinates': [-122.34644322, 47.62031513]}",58381,47.62031513,-122.34644322
953,"{'type': 'Point', 'coordinates': [-122.34613913, 47.6203126]}",58382,47.6203126,-122.34613913
954,"{'type': 'Point', 'coordinates': [-122.32859988, 47.60204002]}",58393,47.60204002,-122.32859988
955,"{'type': 'Point', 'coordinates': [-122.32272057, 47.60492706]}",58401,47.60492706,-122.32272057
956,"{'type': 'Point', 'coordinates': [-122.32261022, 47.60497317]}",58402,47.60497317,-122.32261022
957,"{'type': 'Point', 'coordinates': [-122.32404909, 47.60636065]}",58409,47.60636065,-122.32404909
958,"{'type': 'Point', 'coordinates': [-122.32599167, 47.6084865]}",58413,47.6084865,-122.32599167
959,"{'type': 'Point', 'coordinates': [-122.32583857, 47.60855364]}",58414,47.60855364,-122.32583857
960,"{'type': 'Point', 'coordinates': [-122.33726857, 47.62262366]}",58421,47.62262366,-122.33726857
961,"{'type': 'Point', 'coordinates': [-122.33702531, 47.62261869]}",58422,47.62261869,-122.33702531
962,"{'type': 'Point', 'coordinates': [-122.34438117, 47.62082175]}",58442,47.62082175,-122.34438117
963,"{'type': 'Point', 'coordinates': [-122.33913076, 47.62094236]}",58445,47.62094236,-122.33913076
964,"{'type': 'Point', 'coordinates': [-122.33915414, 47.62080537]}",58446,47.62080537,-122.33915414
965,"{'type': 'Point', 'coordinates': [-122.33643178, 47.62093462]}",58449,47.62093462,-122.33643178
966,"{'type': 'Point', 'coordinates': [-122.33650374, 47.62078412]}",58450,47.62078412,-122.33650374
967,"{'type': 'Point', 'coordinates': [-122.33361805, 47.62089482]}",58453,47.62089482,-122.33361805
968,"{'type': 'Point', 'coordinates': [-122.33364461, 47.62074999]}",58454,47.62074999,-122.33364461
969,"{'type': 'Point', 'coordinates': [-122.33627399, 47.60892503]}",58474,47.60892503,-122.33627399
970,"{'type': 'Point', 'coordinates': [-122.33974212, 47.6062271]}",58489,47.6062271,-122.33974212
971,"{'type': 'Point', 'coordinates': [-122.33961645, 47.60618296]}",58490,47.60618296,-122.33961645
972,"{'type': 'Point', 'coordinates': [-122.33768158, 47.60710524]}",58493,47.60710524,-122.33768158
973,"{'type': 'Point', 'coordinates': [-122.33761427, 47.6070238]}",58494,47.6070238,-122.33761427
974,"{'type': 'Point', 'coordinates': [-122.33646207, 47.60748915]}",58498,47.60748915,-122.33646207
975,"{'type': 'Point', 'coordinates': [-122.33327978, 47.60897622]}",58501,47.60897622,-122.33327978
976,"{'type': 'Point', 'coordinates': [-122.3133129, 47.65753313]}",58513,47.65753313,-122.3133129
977,"{'type': 'Point', 'coordinates': [-122.31314236, 47.65753657]}",58514,47.65753657,-122.31314236
978,"{'type': 'Point', 'coordinates': [-122.35184661, 47.61369793]}",58609,47.61369793,-122.35184661
979,"{'type': 'Point', 'coordinates': [-122.35167048, 47.6136009]}",58610,47.6136009,-122.35167048
980,"{'type': 'Point', 'coordinates': [-122.35017322, 47.61498599]}",58613,47.61498599,-122.35017322
981,"{'type': 'Point', 'coordinates': [-122.35000368, 47.61488386]}",58614,47.61488386,-122.35000368
982,"{'type': 'Point', 'coordinates': [-122.3492925, 47.61565061]}",58617,47.61565061,-122.3492925
983,"{'type': 'Point', 'coordinates': [-122.34914591, 47.61556405]}",58618,47.61556405,-122.34914591
984,"{'type': 'Point', 'coordinates': [-122.3484543, 47.61629517]}",58621,47.61629517,-122.3484543
985,"{'type': 'Point', 'coordinates': [-122.348299, 47.61620702]}",58622,47.61620702,-122.348299
986,"{'type': 'Point', 'coordinates': [-122.34332623, 47.61060651]}",58629,47.61060651,-122.34332623
987,"{'type': 'Point', 'coordinates': [-122.34292648, 47.61091614]}",58633,47.61091614,-122.34292648
988,"{'type': 'Point', 'coordinates': [-122.335373, 47.61676587]}",58641,47.61676587,-122.335373
989,"{'type': 'Point', 'coordinates': [-122.33351256, 47.61799607]}",58646,47.61799607,-122.33351256
990,"{'type': 'Point', 'coordinates': [-122.35088659, 47.61313015]}",58677,47.61313015,-122.35088659
991,"{'type': 'Point', 'coordinates': [-122.34924683, 47.61439628]}",58681,47.61439628,-122.34924683
992,"{'type': 'Point', 'coordinates': [-122.34911602, 47.61432252]}",58682,47.61432252,-122.34911602
993,"{'type': 'Point', 'coordinates': [-122.34754004, 47.61572569]}",58685,47.61572569,-122.34754004
994,"{'type': 'Point', 'coordinates': [-122.34739822, 47.61564378]}",58686,47.61564378,-122.34739822
995,"{'type': 'Point', 'coordinates': [-122.33645957, 47.60312839]}",58797,47.60312839,-122.33645957
996,"{'type': 'Point', 'coordinates': [-122.33627051, 47.60319788]}",58798,47.60319788,-122.33627051
997,"{'type': 'Point', 'coordinates': [-122.33843413, 47.60528135]}",58801,47.60528135,-122.33843413
998,"{'type': 'Point', 'coordinates': [-122.33823893, 47.60533893]}",58802,47.60533893,-122.33823893
999,"{'type': 'Point', 'coordinates': [-122.34416591, 47.61072092]}",58805,47.61072092,-122.34416591
1000,"{'type': 'Point', 'coordinates': [-122.34403853, 47.61082404]}",58806,47.61082404,-122.34403853
1001,"{'type': 'Point', 'coordinates': [-122.34573096, 47.61164876]}",58809,47.61164876,-122.34573096
1002,"{'type': 'Point', 'coordinates': [-122.34538208, 47.61161729]}",58810,47.61161729,-122.34538208
1003,"{'type': 'Point', 'coordinates': [-122.35292896, 47.6159119]}",58813,47.6159119,-122.35292896
1004,"{'type': 'Point', 'coordinates': [-122.35280637, 47.61600694]}",58814,47.61600694,-122.35280637
1005,"{'type': 'Point', 'coordinates': [-122.35413043, 47.61659514]}",58817,47.61659514,-122.35413043
1006,"{'type': 'Point', 'coordinates': [-122.35396246, 47.61669615]}",58818,47.61669615,-122.35396246
1007,"{'type': 'Point', 'coordinates': [-122.3385976, 47.61911756]}",58829,47.61911756,-122.3385976
1008,"{'type': 'Point', 'coordinates': [-122.33857409, 47.62145672]}",58833,47.62145672,-122.33857409
1009,"{'type': 'Point', 'coordinates': [-122.34031392, 47.63495743]}",58845,47.63495743,-122.34031392
1010,"{'type': 'Point', 'coordinates': [-122.34009418, 47.63494837]}",58846,47.63494837,-122.34009418
1011,"{'type': 'Point', 'coordinates': [-122.32498613, 47.6808223]}",59013,47.6808223,-122.32498613
1012,"{'type': 'Point', 'coordinates': [-122.32484934, 47.68087064]}",59014,47.68087064,-122.32484934
1013,"{'type': 'Point', 'coordinates': [-122.3303386, 47.62254634]}",59038,47.62254634,-122.3303386
1014,"{'type': 'Point', 'coordinates': [-122.33052061, 47.62369625]}",59041,47.62369625,-122.33052061
1015,"{'type': 'Point', 'coordinates': [-122.33035437, 47.62369826]}",59042,47.62369826,-122.33035437
1016,"{'type': 'Point', 'coordinates': [-122.33093328, 47.62641488]}",59045,47.62641488,-122.33093328
1017,"{'type': 'Point', 'coordinates': [-122.330763, 47.62641959]}",59046,47.62641959,-122.330763
1018,"{'type': 'Point', 'coordinates': [-122.33452285, 47.6018078]}",59049,47.6018078,-122.33452285
1019,"{'type': 'Point', 'coordinates': [-122.33344092, 47.60165556]}",59058,47.60165556,-122.33344092
1020,"{'type': 'Point', 'coordinates': [-122.33240274, 47.60165661]}",59062,47.60165661,-122.33240274
1021,"{'type': 'Point', 'coordinates': [-122.32002768, 47.60799308]}",59166,47.60799308,-122.32002768
1022,"{'type': 'Point', 'coordinates': [-122.31892184, 47.61871263]}",59246,47.61871263,-122.31892184
1023,"{'type': 'Point', 'coordinates': [-122.32586409, 47.68054512]}",59374,47.68054512,-122.32586409
1024,"{'type': 'Point', 'coordinates': [-122.3195596, 47.61159553]}",59702,47.61159553,-122.3195596
1025,"{'type': 'Point', 'coordinates': [-122.32158697, 47.61997118]}",59945,47.61997118,-122.32158697
1026,"{'type': 'Point', 'coordinates': [-122.32586982, 47.61414969]}",59949,47.61414969,-122.32586982
1027,"{'type': 'Point', 'coordinates': [-122.32586829, 47.6140181]}",59950,47.6140181,-122.32586829
1028,"{'type': 'Point', 'coordinates': [-122.32495666, 47.61415745]}",59953,47.61415745,-122.32495666
1029,"{'type': 'Point', 'coordinates': [-122.32499531, 47.6140229]}",59954,47.6140229,-122.32499531
1030,"{'type': 'Point', 'coordinates': [-122.32142456, 47.61414511]}",59957,47.61414511,-122.32142456
1031,"{'type': 'Point', 'coordinates': [-122.3214466, 47.61400239]}",59958,47.61400239,-122.3214466
1032,"{'type': 'Point', 'coordinates': [-122.31880508, 47.614161]}",59961,47.614161,-122.31880508
1033,"{'type': 'Point', 'coordinates': [-122.3187867, 47.61401857]}",59962,47.61401857,-122.3187867
1034,"{'type': 'Point', 'coordinates': [-122.3161335, 47.61417997]}",59965,47.61417997,-122.3161335
1035,"{'type': 'Point', 'coordinates': [-122.31615961, 47.61403722]}",59966,47.61403722,-122.31615961
1036,"{'type': 'Point', 'coordinates': [-122.32733505, 47.61514566]}",59994,47.61514566,-122.32733505
1037,"{'type': 'Point', 'coordinates': [-122.32647201, 47.61529836]}",59997,47.61529836,-122.32647201
1038,"{'type': 'Point', 'coordinates': [-122.31886853, 47.61534533]}",60005,47.61534533,-122.31886853
1039,"{'type': 'Point', 'coordinates': [-122.31882374, 47.61519485]}",60006,47.61519485,-122.31882374
1040,"{'type': 'Point', 'coordinates': [-122.3175285, 47.61535222]}",60009,47.61535222,-122.3175285
1041,"{'type': 'Point', 'coordinates': [-122.31749986, 47.61520438]}",60010,47.61520438,-122.31749986
1042,"{'type': 'Point', 'coordinates': [-122.31489847, 47.61534047]}",60013,47.61534047,-122.31489847
1043,"{'type': 'Point', 'coordinates': [-122.31490467, 47.61521706]}",60014,47.61521706,-122.31490467
1044,"{'type': 'Point', 'coordinates': [-122.32156166, 47.62102996]}",60182,47.62102996,-122.32156166
1045,"{'type': 'Point', 'coordinates': [-122.32587764, 47.61293308]}",60222,47.61293308,-122.32587764
1046,"{'type': 'Point', 'coordinates': [-122.32272028, 47.61304716]}",60225,47.61304716,-122.32272028
1047,"{'type': 'Point', 'coordinates': [-122.31739405, 47.61284453]}",60234,47.61284453,-122.31739405
1048,"{'type': 'Point', 'coordinates': [-122.3125867, 47.65984846]}",62033,47.65984846,-122.3125867
1049,"{'type': 'Point', 'coordinates': [-122.31258143, 47.65974146]}",62034,47.65974146,-122.31258143
1050,"{'type': 'Point', 'coordinates': [-122.31689232, 47.66317097]}",62093,47.66317097,-122.31689232
1051,"{'type': 'Point', 'coordinates': [-122.31476166, 47.66316448]}",62097,47.66316448,-122.31476166
1052,"{'type': 'Point', 'coordinates': [-122.31475118, 47.66304104]}",62098,47.66304104,-122.31475118
1053,"{'type': 'Point', 'coordinates': [-122.31649633, 47.67503976]}",62437,47.67503976,-122.31649633
1054,"{'type': 'Point', 'coordinates': [-122.3165044, 47.67491914]}",62438,47.67491914,-122.3165044
1055,"{'type': 'Point', 'coordinates': [-122.31616438, 47.6524982]}",63125,47.6524982,-122.31616438
1056,"{'type': 'Point', 'coordinates': [-122.3162868, 47.65239047]}",63126,47.65239047,-122.3162868
1057,"{'type': 'Point', 'coordinates': [-122.31268351, 47.65592374]}",63130,47.65592374,-122.31268351
1058,"{'type': 'Point', 'coordinates': [-122.37964963, 47.66875441]}",64317,47.66875441,-122.37964963
1059,"{'type': 'Point', 'coordinates': [-122.37955206, 47.66858978]}",64318,47.66858978,-122.37955206
1060,"{'type': 'Point', 'coordinates': [-122.38694391, 47.66876237]}",64321,47.66876237,-122.38694391
1061,"{'type': 'Point', 'coordinates': [-122.38697004, 47.66859715]}",64322,47.66859715,-122.38697004
1062,"{'type': 'Point', 'coordinates': [-122.28422835, 47.55790396]}",65041,47.55790396,-122.28422835
1063,"{'type': 'Point', 'coordinates': [-122.28419469, 47.55779695]}",65042,47.55779695,-122.28419469
1064,"{'type': 'Point', 'coordinates': [-122.33481763, 47.59926347]}",65545,47.59926347,-122.33481763
1065,"{'type': 'Point', 'coordinates': [-122.33483627, 47.59913739]}",65546,47.59913739,-122.33483627
1066,"{'type': 'Point', 'coordinates': [-122.33488613, 47.60010838]}",65801,47.60010838,-122.33488613
1067,"{'type': 'Point', 'coordinates': [-122.33488656, 47.59998227]}",65802,47.59998227,-122.33488656
1068,"{'type': 'Point', 'coordinates': [-122.33287494, 47.60011123]}",65805,47.60011123,-122.33287494
1069,"{'type': 'Point', 'coordinates': [-122.3328753, 47.59997416]}",65806,47.59997416,-122.3328753
1070,"{'type': 'Point', 'coordinates': [-122.32697154, 47.60010703]}",65813,47.60010703,-122.32697154
1071,"{'type': 'Point', 'coordinates': [-122.32697606, 47.59996448]}",65814,47.59996448,-122.32697606
