,location,sourceelementkey,latitude,longitude
267,"{'type': 'Point', 'coordinates': [-122.33904224, 47.60556775]}",12765,47.60556775,-122.33904224
268,"{'type': 'Point', 'coordinates': [-122.32371785, 47.61199602]}",12769,47.61199602,-122.32371785
269,"{'type': 'Point', 'coordinates': [-122.32359673, 47.61186616]}",12770,47.61186616,-122.32359673
270,"{'type': 'Point', 'coordinates': [-122.341665, 47.61012337]}",12869,47.61012337,-122.341665
271,"{'type': 'Point', 'coordinates': [-122.34092753, 47.61070046]}",12873,47.61070046,-122.34092753
272,"{'type': 'Point', 'coordinates': [-122.33994252, 47.61126224]}",12878,47.61126224,-122.33994252
273,"{'type': 'Point', 'coordinates': [-122.33321852, 47.61665383]}",12885,47.61665383,-122.33321852
274,"{'type': 'Point', 'coordinates': [-122.33311921, 47.61653071]}",12886,47.61653071,-122.33311921
275,"{'type': 'Point', 'coordinates': [-122.32333449, 47.61061816]}",12949,47.61061816,-122.32333449
276,"{'type': 'Point', 'coordinates': [-122.3231841, 47.61067784]}",12950,47.61067784,-122.3231841
277,"{'type': 'Point', 'coordinates': [-122.32463043, 47.61203512]}",12953,47.61203512,-122.32463043
278,"{'type': 'Point', 'coordinates': [-122.32449676, 47.61209744]}",12954,47.61209744,-122.32449676
279,"{'type': 'Point', 'coordinates': [-122.32520538, 47.61267365]}",12957,47.61267365,-122.32520538
280,"{'type': 'Point', 'coordinates': [-122.37969237, 47.66686786]}",13045,47.66686786,-122.37969237
281,"{'type': 'Point', 'coordinates': [-122.37957491, 47.66693106]}",13046,47.66693106,-122.37957491
282,"{'type': 'Point', 'coordinates': [-122.34636441, 47.6215058]}",13057,47.6215058,-122.34636441
283,"{'type': 'Point', 'coordinates': [-122.34614946, 47.62151046]}",13058,47.62151046,-122.34614946
284,"{'type': 'Point', 'coordinates': [-122.32455178, 47.60711941]}",13082,47.60711941,-122.32455178
285,"{'type': 'Point', 'coordinates': [-122.32669044, 47.60920979]}",13085,47.60920979,-122.32669044
286,"{'type': 'Point', 'coordinates': [-122.32653473, 47.6092845]}",13086,47.6092845,-122.32653473
287,"{'type': 'Point', 'coordinates': [-122.32872707, 47.61148793]}",13093,47.61148793,-122.32872707
288,"{'type': 'Point', 'coordinates': [-122.33429967, 47.61662973]}",13097,47.61662973,-122.33429967
289,"{'type': 'Point', 'coordinates': [-122.335554, 47.6174151]}",13101,47.6174151,-122.335554
290,"{'type': 'Point', 'coordinates': [-122.3355126, 47.6174762]}",13102,47.6174762,-122.3355126
291,"{'type': 'Point', 'coordinates': [-122.33727531, 47.62027821]}",13105,47.62027821,-122.33727531
292,"{'type': 'Point', 'coordinates': [-122.33727797, 47.62144907]}",13109,47.62144907,-122.33727797
293,"{'type': 'Point', 'coordinates': [-122.33705498, 47.6214455]}",13110,47.6214455,-122.33705498
294,"{'type': 'Point', 'coordinates': [-122.35608775, 47.62098771]}",13121,47.62098771,-122.35608775
295,"{'type': 'Point', 'coordinates': [-122.35350218, 47.62100287]}",13125,47.62100287,-122.35350218
296,"{'type': 'Point', 'coordinates': [-122.35345092, 47.62084642]}",13126,47.62084642,-122.35345092
297,"{'type': 'Point', 'coordinates': [-122.34566972, 47.62096628]}",13129,47.62096628,-122.34566972
298,"{'type': 'Point', 'coordinates': [-122.34564456, 47.62082637]}",13130,47.62082637,-122.34564456
299,"{'type': 'Point', 'coordinates': [-122.34042534, 47.62080468]}",13134,47.62080468,-122.34042534
300,"{'type': 'Point', 'coordinates': [-122.33510817, 47.62078405]}",13138,47.62078405,-122.33510817
301,"{'type': 'Point', 'coordinates': [-122.3297844, 47.62076448]}",13142,47.62076448,-122.3297844
302,"{'type': 'Point', 'coordinates': [-122.32852377, 47.61219682]}",13170,47.61219682,-122.32852377
303,"{'type': 'Point', 'coordinates': [-122.33548167, 47.60806691]}",13185,47.60806691,-122.33548167
304,"{'type': 'Point', 'coordinates': [-122.33422012, 47.60838893]}",13190,47.60838893,-122.33422012
305,"{'type': 'Point', 'coordinates': [-122.32435978, 47.6126884]}",13197,47.6126884,-122.32435978
306,"{'type': 'Point', 'coordinates': [-122.32425866, 47.61258563]}",13198,47.61258563,-122.32425866
307,"{'type': 'Point', 'coordinates': [-122.31335817, 47.65565253]}",13209,47.65565253,-122.31335817
308,"{'type': 'Point', 'coordinates': [-122.31318754, 47.65565937]}",13210,47.65565937,-122.31318754
309,"{'type': 'Point', 'coordinates': [-122.31328189, 47.65902464]}",13213,47.65902464,-122.31328189
310,"{'type': 'Point', 'coordinates': [-122.31309548, 47.65901419]}",13214,47.65901419,-122.31309548
311,"{'type': 'Point', 'coordinates': [-122.34289167, 47.62631903]}",13261,47.62631903,-122.34289167
312,"{'type': 'Point', 'coordinates': [-122.34288677, 47.62620934]}",13262,47.62620934,-122.34288677
313,"{'type': 'Point', 'coordinates': [-122.35103705, 47.61431849]}",13293,47.61431849,-122.35103705
314,"{'type': 'Point', 'coordinates': [-122.34589435, 47.61829176]}",13297,47.61829176,-122.34589435
315,"{'type': 'Point', 'coordinates': [-122.34572231, 47.61819148]}",13298,47.61819148,-122.34572231
316,"{'type': 'Point', 'coordinates': [-122.34224044, 47.61147667]}",13301,47.61147667,-122.34224044
317,"{'type': 'Point', 'coordinates': [-122.34208214, 47.61138668]}",13302,47.61138668,-122.34208214
318,"{'type': 'Point', 'coordinates': [-122.33965105, 47.6134703]}",13305,47.6134703,-122.33965105
319,"{'type': 'Point', 'coordinates': [-122.33950456, 47.61338368]}",13306,47.61338368,-122.33950456
320,"{'type': 'Point', 'coordinates': [-122.33882237, 47.61411105]}",13309,47.61411105,-122.33882237
321,"{'type': 'Point', 'coordinates': [-122.3370847, 47.61544257]}",13313,47.61544257,-122.3370847
322,"{'type': 'Point', 'coordinates': [-122.34837145, 47.61507348]}",13345,47.61507348,-122.34837145
323,"{'type': 'Point', 'coordinates': [-122.34823653, 47.6150029]}",13346,47.6150029,-122.34823653
324,"{'type': 'Point', 'coordinates': [-122.34667276, 47.61641418]}",13349,47.61641418,-122.34667276
325,"{'type': 'Point', 'coordinates': [-122.35422373, 47.61918743]}",13445,47.61918743,-122.35422373
326,"{'type': 'Point', 'coordinates': [-122.33712127, 47.60385671]}",13509,47.60385671,-122.33712127
327,"{'type': 'Point', 'coordinates': [-122.33695926, 47.60392452]}",13510,47.60392452,-122.33695926
328,"{'type': 'Point', 'coordinates': [-122.33982722, 47.60683479]}",13513,47.60683479,-122.33982722
329,"{'type': 'Point', 'coordinates': [-122.34291935, 47.60974531]}",13517,47.60974531,-122.34291935
330,"{'type': 'Point', 'coordinates': [-122.34807888, 47.61303517]}",13521,47.61303517,-122.34807888
331,"{'type': 'Point', 'coordinates': [-122.35633431, 47.61810239]}",13526,47.61810239,-122.35633431
332,"{'type': 'Point', 'coordinates': [-122.33777839, 47.61441774]}",13545,47.61441774,-122.33777839
333,"{'type': 'Point', 'coordinates': [-122.33753687, 47.61439763]}",13546,47.61439763,-122.33753687
334,"{'type': 'Point', 'coordinates': [-122.33858807, 47.62027929]}",13549,47.62027929,-122.33858807
335,"{'type': 'Point', 'coordinates': [-122.33833669, 47.62027694]}",13550,47.62027694,-122.33833669
336,"{'type': 'Point', 'coordinates': [-122.34057928, 47.63302149]}",13577,47.63302149,-122.34057928
337,"{'type': 'Point', 'coordinates': [-122.34033633, 47.63677055]}",13581,47.63677055,-122.34033633
338,"{'type': 'Point', 'coordinates': [-122.34009971, 47.63674704]}",13582,47.63674704,-122.34009971
339,"{'type': 'Point', 'coordinates': [-122.33048815, 47.61922926]}",13789,47.61922926,-122.33048815
340,"{'type': 'Point', 'coordinates': [-122.3303422, 47.61923507]}",13790,47.61923507,-122.3303422
341,"{'type': 'Point', 'coordinates': [-122.33049346, 47.62025648]}",13793,47.62025648,-122.33049346
342,"{'type': 'Point', 'coordinates': [-122.33031902, 47.62024049]}",13794,47.62024049,-122.33031902
343,"{'type': 'Point', 'coordinates': [-122.3304927, 47.62465974]}",13798,47.62465974,-122.3304927
344,"{'type': 'Point', 'coordinates': [-122.33514626, 47.60180513]}",13809,47.60180513,-122.33514626
345,"{'type': 'Point', 'coordinates': [-122.31898868, 47.61199446]}",14397,47.61199446,-122.31898868
346,"{'type': 'Point', 'coordinates': [-122.31878899, 47.61191344]}",14398,47.61191344,-122.31878899
347,"{'type': 'Point', 'coordinates': [-122.32724705, 47.63047675]}",14601,47.63047675,-122.32724705
348,"{'type': 'Point', 'coordinates': [-122.3239095, 47.61416621]}",14673,47.61416621,-122.3239095
349,"{'type': 'Point', 'coordinates': [-122.32394016, 47.61403153]}",14674,47.61403153,-122.32394016
350,"{'type': 'Point', 'coordinates': [-122.31748749, 47.61417039]}",14677,47.61417039,-122.31748749
351,"{'type': 'Point', 'coordinates': [-122.31750336, 47.61402223]}",14678,47.61402223,-122.31750336
352,"{'type': 'Point', 'coordinates': [-122.32277805, 47.61531088]}",14697,47.61531088,-122.32277805
353,"{'type': 'Point', 'coordinates': [-122.32277932, 47.61516284]}",14698,47.61516284,-122.32277932
354,"{'type': 'Point', 'coordinates': [-122.31351093, 47.61535852]}",14701,47.61535852,-122.31351093
355,"{'type': 'Point', 'coordinates': [-122.3134857, 47.61522976]}",14702,47.61522976,-122.3134857
356,"{'type': 'Point', 'coordinates': [-122.32036529, 47.62308318]}",14770,47.62308318,-122.32036529
357,"{'type': 'Point', 'coordinates': [-122.3213099, 47.61304161]}",14949,47.61304161,-122.3213099
358,"{'type': 'Point', 'coordinates': [-122.32131404, 47.61293473]}",14950,47.61293473,-122.32131404
359,"{'type': 'Point', 'coordinates': [-122.31881786, 47.61300718]}",14953,47.61300718,-122.31881786
360,"{'type': 'Point', 'coordinates': [-122.31876337, 47.612867]}",14954,47.612867,-122.31876337
361,"{'type': 'Point', 'coordinates': [-122.31260747, 47.65836262]}",16941,47.65836262,-122.31260747
362,"{'type': 'Point', 'coordinates': [-122.31261031, 47.65825298]}",16942,47.65825298,-122.31261031
363,"{'type': 'Point', 'coordinates': [-122.31717777, 47.65989817]}",16953,47.65989817,-122.31717777
364,"{'type': 'Point', 'coordinates': [-122.31718069, 47.65978853]}",16954,47.65978853,-122.31718069
365,"{'type': 'Point', 'coordinates': [-122.31579985, 47.66316493]}",17065,47.66316493,-122.31579985
366,"{'type': 'Point', 'coordinates': [-122.31579926, 47.66304567]}",17066,47.66304567,-122.31579926
367,"{'type': 'Point', 'coordinates': [-122.32509799, 47.67986787]}",17613,47.67986787,-122.32509799
368,"{'type': 'Point', 'coordinates': [-122.32502484, 47.67975706]}",17614,47.67975706,-122.32502484
369,"{'type': 'Point', 'coordinates': [-122.32369617, 47.68003775]}",17617,47.68003775,-122.32369617
370,"{'type': 'Point', 'coordinates': [-122.32369528, 47.6799006]}",17618,47.6799006,-122.32369528
371,"{'type': 'Point', 'coordinates': [-122.32559295, 47.68090582]}",18166,47.68090582,-122.32559295
372,"{'type': 'Point', 'coordinates': [-122.38342615, 47.66951344]}",18621,47.66951344,-122.38342615
373,"{'type': 'Point', 'coordinates': [-122.38343106, 47.66937637]}",18622,47.66937637,-122.38343106
374,"{'type': 'Point', 'coordinates': [-122.37758407, 47.66858971]}",19482,47.66858971,-122.37758407
375,"{'type': 'Point', 'coordinates': [-122.38095916, 47.66875638]}",19485,47.66875638,-122.38095916
376,"{'type': 'Point', 'coordinates': [-122.38092736, 47.66859184]}",19486,47.66859184,-122.38092736
377,"{'type': 'Point', 'coordinates': [-122.28559303, 47.55791308]}",20185,47.55791308,-122.28559303
378,"{'type': 'Point', 'coordinates': [-122.28559368, 47.5577952]}",20186,47.5577952,-122.28559368
379,"{'type': 'Point', 'coordinates': [-122.33482809, 47.59836415]}",20833,47.59836415,-122.33482809
380,"{'type': 'Point', 'coordinates': [-122.33481248, 47.59821882]}",20834,47.59821882,-122.33481248
381,"{'type': 'Point', 'coordinates': [-122.33226733, 47.59835727]}",20837,47.59835727,-122.33226733
382,"{'type': 'Point', 'coordinates': [-122.33223546, 47.59822563]}",20838,47.59822563,-122.33223546
383,"{'type': 'Point', 'coordinates': [-122.32338347, 47.59841161]}",20845,47.59841161,-122.32338347
384,"{'type': 'Point', 'coordinates': [-122.32338342, 47.5982855]}",20846,47.5982855,-122.32338342
385,"{'type': 'Point', 'coordinates': [-122.33489185, 47.60093944]}",21765,47.60093944,-122.33489185
386,"{'type': 'Point', 'coordinates': [-122.33489646, 47.60080786]}",21766,47.60080786,-122.33489646
387,"{'type': 'Point', 'coordinates': [-122.32969194, 47.60094492]}",21773,47.60094492,-122.32969194
388,"{'type': 'Point', 'coordinates': [-122.32958115, 47.60081318]}",21774,47.60081318,-122.32958115
389,"{'type': 'Point', 'coordinates': [-122.35737196, 47.62466482]}",23781,47.62466482,-122.35737196
390,"{'type': 'Point', 'coordinates': [-122.35734892, 47.62450573]}",23782,47.62450573,-122.35734892
391,"{'type': 'Point', 'coordinates': [-122.35739479, 47.62333949]}",23873,47.62333949,-122.35739479
392,"{'type': 'Point', 'coordinates': [-122.35739975, 47.62321888]}",23874,47.62321888,-122.35739975
393,"{'type': 'Point', 'coordinates': [-122.35741855, 47.62577671]}",23881,47.62577671,-122.35741855
394,"{'type': 'Point', 'coordinates': [-122.3372891, 47.60570774]}",24033,47.60570774,-122.3372891
395,"{'type': 'Point', 'coordinates': [-122.33712798, 47.60580256]}",24034,47.60580256,-122.33712798
396,"{'type': 'Point', 'coordinates': [-122.34595688, 47.61293701]}",24037,47.61293701,-122.34595688
397,"{'type': 'Point', 'coordinates': [-122.34580282, 47.61306442]}",24038,47.61306442,-122.34580282
398,"{'type': 'Point', 'coordinates': [-122.34725736, 47.61370956]}",24041,47.61370956,-122.34725736
399,"{'type': 'Point', 'coordinates': [-122.34710829, 47.61382902]}",24042,47.61382902,-122.34710829
400,"{'type': 'Point', 'coordinates': [-122.34930579, 47.6149284]}",24045,47.6149284,-122.34930579
401,"{'type': 'Point', 'coordinates': [-122.34916205, 47.61504371]}",24046,47.61504371,-122.34916205
402,"{'type': 'Point', 'coordinates': [-122.35468238, 47.61809231]}",24049,47.61809231,-122.35468238
403,"{'type': 'Point', 'coordinates': [-122.35456852, 47.61823252]}",24050,47.61823252,-122.35456852
404,"{'type': 'Point', 'coordinates': [-122.35553332, 47.61919638]}",24057,47.61919638,-122.35553332
405,"{'type': 'Point', 'coordinates': [-122.35536309, 47.61918751]}",24058,47.61918751,-122.35536309
406,"{'type': 'Point', 'coordinates': [-122.33404505, 47.59131284]}",24222,47.59131284,-122.33404505
407,"{'type': 'Point', 'coordinates': [-122.35812152, 47.62037124]}",24265,47.62037124,-122.35812152
408,"{'type': 'Point', 'coordinates': [-122.3579594, 47.6203598]}",24266,47.6203598,-122.3579594
409,"{'type': 'Point', 'coordinates': [-122.35793895, 47.62391915]}",24270,47.62391915,-122.35793895
410,"{'type': 'Point', 'coordinates': [-122.31826395, 47.61468863]}",24405,47.61468863,-122.31826395
411,"{'type': 'Point', 'coordinates': [-122.31805311, 47.6146888]}",24406,47.6146888,-122.31805311
412,"{'type': 'Point', 'coordinates': [-122.31827889, 47.61587315]}",24409,47.61587315,-122.31827889
413,"{'type': 'Point', 'coordinates': [-122.31805976, 47.61586246]}",24410,47.61586246,-122.31805976
414,"{'type': 'Point', 'coordinates': [-122.31829651, 47.61696889]}",24413,47.61696889,-122.31829651
415,"{'type': 'Point', 'coordinates': [-122.31831508, 47.61813722]}",24417,47.61813722,-122.31831508
416,"{'type': 'Point', 'coordinates': [-122.31677664, 47.65661606]}",24441,47.65661606,-122.31677664
417,"{'type': 'Point', 'coordinates': [-122.31662703, 47.65659997]}",24442,47.65659997,-122.31662703
418,"{'type': 'Point', 'coordinates': [-122.31667536, 47.66055285]}",24449,47.66055285,-122.31667536
419,"{'type': 'Point', 'coordinates': [-122.31688535, 47.60865499]}",24553,47.60865499,-122.31688535
420,"{'type': 'Point', 'coordinates': [-122.31667454, 47.60863312]}",24554,47.60863312,-122.31667454
421,"{'type': 'Point', 'coordinates': [-122.31692101, 47.61099118]}",24557,47.61099118,-122.31692101
422,"{'type': 'Point', 'coordinates': [-122.31666155, 47.61099386]}",24558,47.61099386,-122.31666155
423,"{'type': 'Point', 'coordinates': [-122.31696681, 47.61469392]}",24569,47.61469392,-122.31696681
424,"{'type': 'Point', 'coordinates': [-122.31672341, 47.6146861]}",24570,47.6146861,-122.31672341
425,"{'type': 'Point', 'coordinates': [-122.31431635, 47.61341953]}",24829,47.61341953,-122.31431635
426,"{'type': 'Point', 'coordinates': [-122.31412348, 47.6133792]}",24830,47.6133792,-122.31412348
427,"{'type': 'Point', 'coordinates': [-122.31432653, 47.61470687]}",24833,47.61470687,-122.31432653
428,"{'type': 'Point', 'coordinates': [-122.31416404, 47.61468753]}",24834,47.61468753,-122.31416404
429,"{'type': 'Point', 'coordinates': [-122.31206037, 47.66219251]}",25041,47.66219251,-122.31206037
430,"{'type': 'Point', 'coordinates': [-122.3118412, 47.66219373]}",25042,47.66219373,-122.3118412
431,"{'type': 'Point', 'coordinates': [-122.33855878, 47.60874134]}",25701,47.60874134,-122.33855878
432,"{'type': 'Point', 'coordinates': [-122.33833227, 47.60881681]}",25702,47.60881681,-122.33833227
433,"{'type': 'Point', 'coordinates': [-122.34118282, 47.61127593]}",25705,47.61127593,-122.34118282
434,"{'type': 'Point', 'coordinates': [-122.34102039, 47.61140567]}",25706,47.61140567,-122.34102039
435,"{'type': 'Point', 'coordinates': [-122.34502716, 47.61356031]}",25709,47.61356031,-122.34502716
436,"{'type': 'Point', 'coordinates': [-122.34489711, 47.61369828]}",25710,47.61369828,-122.34489711
437,"{'type': 'Point', 'coordinates': [-122.34632708, 47.61433067]}",25713,47.61433067,-122.34632708
438,"{'type': 'Point', 'coordinates': [-122.34618661, 47.61445148]}",25714,47.61445148,-122.34618661
439,"{'type': 'Point', 'coordinates': [-122.34936046, 47.61613375]}",25717,47.61613375,-122.34936046
440,"{'type': 'Point', 'coordinates': [-122.34921056, 47.61624542]}",25718,47.61624542,-122.34921056
441,"{'type': 'Point', 'coordinates': [-122.34549499, 47.61500973]}",27277,47.61500973,-122.34549499
442,"{'type': 'Point', 'coordinates': [-122.34849303, 47.61680068]}",27281,47.61680068,-122.34849303
443,"{'type': 'Point', 'coordinates': [-122.33034753, 47.60129268]}",27393,47.60129268,-122.33034753
444,"{'type': 'Point', 'coordinates': [-122.33016518, 47.60128142]}",27394,47.60128142,-122.33016518
445,"{'type': 'Point', 'coordinates': [-122.33020511, 47.60041807]}",27398,47.60041807,-122.33020511
446,"{'type': 'Point', 'coordinates': [-122.33021365, 47.59942516]}",27402,47.59942516,-122.33021365
447,"{'type': 'Point', 'coordinates': [-122.28620595, 47.55825614]}",28581,47.55825614,-122.28620595
448,"{'type': 'Point', 'coordinates': [-122.32943221, 47.60241664]}",28946,47.60241664,-122.32943221
449,"{'type': 'Point', 'coordinates': [-122.33544037, 47.60867286]}",28949,47.60867286,-122.33544037
450,"{'type': 'Point', 'coordinates': [-122.34465728, 47.61568669]}",28953,47.61568669,-122.34465728
451,"{'type': 'Point', 'coordinates': [-122.34448656, 47.61581883]}",28954,47.61581883,-122.34448656
452,"{'type': 'Point', 'coordinates': [-122.34670724, 47.61689876]}",28957,47.61689876,-122.34670724
453,"{'type': 'Point', 'coordinates': [-122.3465524, 47.61701844]}",28958,47.61701844,-122.3465524
454,"{'type': 'Point', 'coordinates': [-122.34857311, 47.61800903]}",28961,47.61800903,-122.34857311
455,"{'type': 'Point', 'coordinates': [-122.34846587, 47.61814592]}",28962,47.61814592,-122.34846587
456,"{'type': 'Point', 'coordinates': [-122.3449076, 47.61702946]}",30101,47.61702946,-122.3449076
457,"{'type': 'Point', 'coordinates': [-122.34476653, 47.61714271]}",30102,47.61714271,-122.34476653
458,"{'type': 'Point', 'coordinates': [-122.33500784, 47.61160687]}",30697,47.61160687,-122.33500784
459,"{'type': 'Point', 'coordinates': [-122.33483301, 47.61166068]}",30698,47.61166068,-122.33483301
460,"{'type': 'Point', 'coordinates': [-122.33672396, 47.61334209]}",30701,47.61334209,-122.33672396
461,"{'type': 'Point', 'coordinates': [-122.33655818, 47.61340849]}",30702,47.61340849,-122.33655818
462,"{'type': 'Point', 'coordinates': [-122.34494996, 47.61820358]}",30705,47.61820358,-122.34494996
463,"{'type': 'Point', 'coordinates': [-122.33560622, 47.61399229]}",30970,47.61399229,-122.33560622
464,"{'type': 'Point', 'coordinates': [-122.34296812, 47.61832103]}",30974,47.61832103,-122.34296812
465,"{'type': 'Point', 'coordinates': [-122.33591854, 47.61540116]}",31058,47.61540116,-122.33591854
466,"{'type': 'Point', 'coordinates': [-122.33869955, 47.61706453]}",31062,47.61706453,-122.33869955
467,"{'type': 'Point', 'coordinates': [-122.32906872, 47.61018833]}",31297,47.61018833,-122.32906872
468,"{'type': 'Point', 'coordinates': [-122.33766765, 47.61759839]}",31302,47.61759839,-122.33766765
469,"{'type': 'Point', 'coordinates': [-122.33968381, 47.61912274]}",31310,47.61912274,-122.33968381
470,"{'type': 'Point', 'coordinates': [-122.33986607, 47.62144373]}",31313,47.62144373,-122.33986607
471,"{'type': 'Point', 'coordinates': [-122.33967537, 47.62145949]}",31314,47.62145949,-122.33967537
472,"{'type': 'Point', 'coordinates': [-122.34436292, 47.60896401]}",31490,47.60896401,-122.34436292
473,"{'type': 'Point', 'coordinates': [-122.34696795, 47.61026981]}",31493,47.61026981,-122.34696795
474,"{'type': 'Point', 'coordinates': [-122.34680045, 47.6104002]}",31494,47.6104002,-122.34680045
475,"{'type': 'Point', 'coordinates': [-122.34809425, 47.61117107]}",31498,47.61117107,-122.34809425
476,"{'type': 'Point', 'coordinates': [-122.33604164, 47.59881406]}",31501,47.59881406,-122.33604164
477,"{'type': 'Point', 'coordinates': [-122.33791758, 47.60352154]}",31509,47.60352154,-122.33791758
478,"{'type': 'Point', 'coordinates': [-122.33775965, 47.60358859]}",31510,47.60358859,-122.33775965
479,"{'type': 'Point', 'coordinates': [-122.33563516, 47.59961708]}",31517,47.59961708,-122.33563516
480,"{'type': 'Point', 'coordinates': [-122.32125908, 47.60411979]}",31541,47.60411979,-122.32125908
481,"{'type': 'Point', 'coordinates': [-122.32117725, 47.60402508]}",31542,47.60402508,-122.32117725
482,"{'type': 'Point', 'coordinates': [-122.34036244, 47.62720712]}",31593,47.62720712,-122.34036244
483,"{'type': 'Point', 'coordinates': [-122.38403049, 47.66700483]}",31849,47.66700483,-122.38403049
484,"{'type': 'Point', 'coordinates': [-122.3838976, 47.66711216]}",31850,47.66711216,-122.3838976
485,"{'type': 'Point', 'coordinates': [-122.38563801, 47.66808303]}",31853,47.66808303,-122.38563801
486,"{'type': 'Point', 'coordinates': [-122.38558818, 47.66824127]}",31854,47.66824127,-122.38558818
487,"{'type': 'Point', 'coordinates': [-122.34745116, 47.61453651]}",31889,47.61453651,-122.34745116
488,"{'type': 'Point', 'coordinates': [-122.34729378, 47.61444164]}",31890,47.61444164,-122.34729378
489,"{'type': 'Point', 'coordinates': [-122.34570735, 47.61587638]}",31893,47.61587638,-122.34570735
490,"{'type': 'Point', 'coordinates': [-122.34555473, 47.61578617]}",31894,47.61578617,-122.34555473
491,"{'type': 'Point', 'coordinates': [-122.34783611, 47.61244339]}",32017,47.61244339,-122.34783611
492,"{'type': 'Point', 'coordinates': [-122.34769758, 47.6123506]}",32018,47.6123506,-122.34769758
493,"{'type': 'Point', 'coordinates': [-122.34597326, 47.61368424]}",32022,47.61368424,-122.34597326
494,"{'type': 'Point', 'coordinates': [-122.34425708, 47.61501529]}",32026,47.61501529,-122.34425708
495,"{'type': 'Point', 'coordinates': [-122.34339648, 47.61568046]}",32030,47.61568046,-122.34339648
496,"{'type': 'Point', 'coordinates': [-122.32450368, 47.61353905]}",32049,47.61353905,-122.32450368
497,"{'type': 'Point', 'coordinates': [-122.32458536, 47.61580362]}",32053,47.61580362,-122.32458536
498,"{'type': 'Point', 'coordinates': [-122.32437474, 47.61582123]}",32054,47.61582123,-122.32437474
499,"{'type': 'Point', 'coordinates': [-122.33596324, 47.62027032]}",32121,47.62027032,-122.33596324
500,"{'type': 'Point', 'coordinates': [-122.33576039, 47.62028326]}",32122,47.62028326,-122.33576039
501,"{'type': 'Point', 'coordinates': [-122.33595638, 47.6226007]}",32125,47.6226007,-122.33595638
502,"{'type': 'Point', 'coordinates': [-122.33572918, 47.62261492]}",32126,47.62261492,-122.33572918
503,"{'type': 'Point', 'coordinates': [-122.33592998, 47.62386321]}",32129,47.62386321,-122.33592998
504,"{'type': 'Point', 'coordinates': [-122.33573119, 47.62387342]}",32130,47.62387342,-122.33573119
505,"{'type': 'Point', 'coordinates': [-122.32346094, 47.61352495]}",32173,47.61352495,-122.32346094
506,"{'type': 'Point', 'coordinates': [-122.32352842, 47.61581966]}",32177,47.61581966,-122.32352842
507,"{'type': 'Point', 'coordinates': [-122.32064833, 47.60984775]}",32258,47.60984775,-122.32064833
508,"{'type': 'Point', 'coordinates': [-122.32064974, 47.61063958]}",32262,47.61063958,-122.32064974
509,"{'type': 'Point', 'coordinates': [-122.32102062, 47.62255637]}",32265,47.62255637,-122.32102062
510,"{'type': 'Point', 'coordinates': [-122.32080973, 47.62255516]}",32266,47.62255516,-122.32080973
511,"{'type': 'Point', 'coordinates': [-122.31431739, 47.66400472]}",32289,47.66400472,-122.31431739
512,"{'type': 'Point', 'coordinates': [-122.31413072, 47.6640034]}",32290,47.6640034,-122.31413072
513,"{'type': 'Point', 'coordinates': [-122.35110871, 47.61553753]}",32425,47.61553753,-122.35110871
514,"{'type': 'Point', 'coordinates': [-122.35096316, 47.61541688]}",32426,47.61541688,-122.35096316
515,"{'type': 'Point', 'coordinates': [-122.34854447, 47.61750448]}",32429,47.61750448,-122.34854447
516,"{'type': 'Point', 'coordinates': [-122.34838097, 47.61740601]}",32430,47.61740601,-122.34838097
517,"{'type': 'Point', 'coordinates': [-122.34772514, 47.61818792]}",32433,47.61818792,-122.34772514
518,"{'type': 'Point', 'coordinates': [-122.34751872, 47.6181351]}",32434,47.6181351,-122.34751872
519,"{'type': 'Point', 'coordinates': [-122.33374264, 47.6028645]}",32461,47.6028645,-122.33374264
520,"{'type': 'Point', 'coordinates': [-122.33364026, 47.6027526]}",32462,47.6027526,-122.33364026
521,"{'type': 'Point', 'coordinates': [-122.32700515, 47.60553137]}",32466,47.60553137,-122.32700515
522,"{'type': 'Point', 'coordinates': [-122.32592436, 47.60600256]}",32470,47.60600256,-122.32592436
523,"{'type': 'Point', 'coordinates': [-122.35035405, 47.61740397]}",32489,47.61740397,-122.35035405
524,"{'type': 'Point', 'coordinates': [-122.3501629, 47.61730189]}",32490,47.61730189,-122.3501629
525,"{'type': 'Point', 'coordinates': [-122.33433522, 47.60345477]}",32546,47.60345477,-122.33433522
526,"{'type': 'Point', 'coordinates': [-122.32659016, 47.606704]}",32554,47.606704,-122.32659016
527,"{'type': 'Point', 'coordinates': [-122.32328744, 47.6082009]}",32557,47.6082009,-122.32328744
528,"{'type': 'Point', 'coordinates': [-122.32320088, 47.60811139]}",32558,47.60811139,-122.32320088
529,"{'type': 'Point', 'coordinates': [-122.32979337, 47.61857744]}",32849,47.61857744,-122.32979337
530,"{'type': 'Point', 'coordinates': [-122.34221033, 47.62148098]}",32910,47.62148098,-122.34221033
531,"{'type': 'Point', 'coordinates': [-122.34217596, 47.63181807]}",32914,47.63181807,-122.34217596
532,"{'type': 'Point', 'coordinates': [-122.32926393, 47.62021914]}",33005,47.62021914,-122.32926393
533,"{'type': 'Point', 'coordinates': [-122.33419318, 47.61911853]}",33142,47.61911853,-122.33419318
534,"{'type': 'Point', 'coordinates': [-122.33419944, 47.62024125]}",33146,47.62024125,-122.33419944
535,"{'type': 'Point', 'coordinates': [-122.34999529, 47.65097205]}",33273,47.65097205,-122.34999529
