,blockfacename,location,paidparkingarea,paidparkingsubarea,parkingcategory,parkingspacecount,parkingtimelimitcategory,sideofstreet,sourceelementkey,latitude,longitude
554,MADISON ST BETWEEN 7TH AVE AND 8TH AVE,"{'type': 'Point', 'coordinates': [-122.32897221, 47.60766068]}",First Hill,,Paid Parking,8,120.0,SE,34222,47.60766068,-122.32897221
555,MARION ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.33714332, 47.60339811]}",Commercial Core,Waterfront,Paid Parking,4,120.0,NW,34293,47.60339811,-122.33714332
556,MARION ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.33705366, 47.60330023]}",Commercial Core,Waterfront,Paid Parking,4,120.0,SE,34294,47.60330023,-122.33705366
557,MARION ST BETWEEN POST AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.33597232, 47.60388843]}",Commercial Core,Waterfront,Paid Parking,2,120.0,NW,34301,47.60388843,-122.33597232
558,MARION ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32507698, 47.60843237]}",First Hill,,Paid Parking,5,120.0,NW,34305,47.60843237,-122.32507698
559,MARION ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32500871, 47.60835777]}",First Hill,,Paid Parking,6,120.0,SE,34306,47.60835777,-122.32500871
560,MARION ST BETWEEN MINOR AVE AND BOYLSTON AVE,"{'type': 'Point', 'coordinates': [-122.32232547, 47.60961874]}",First Hill,,Paid Parking,19,120.0,NW,34309,47.60961874,-122.32232547
561,MARION ST BETWEEN MINOR AVE AND BOYLSTON AVE,"{'type': 'Point', 'coordinates': [-122.32223248, 47.60952224]}",First Hill,,Paid Parking,17,120.0,SE,34310,47.60952224,-122.32223248
562,MERCER SR ST BETWEEN 8TH AVE N AND 9TH AVE N,"{'type': 'Point', 'coordinates': [-122.34041685, 47.62445789]}",South Lake Union,South,Paid Parking,4,600.0,S,34386,47.62445789,-122.34041685
563,MINOR AVE BETWEEN CHERRY ST AND COLUMBIA ST,"{'type': 'Point', 'coordinates': [-122.32248356, 47.6080066]}",First Hill,,Paid Parking,10,120.0,SW,34477,47.6080066,-122.32248356
564,MINOR AVE BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.32507405, 47.61084359]}",First Hill,,Restricted Parking Zone,6,120.0,SW,34481,47.61084359,-122.32507405
565,MINOR AVE BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.32492277, 47.61091012]}",First Hill,,Restricted Parking Zone,9,120.0,NE,34482,47.61091012,-122.32492277
566,MINOR AVE BETWEEN STEWART ST AND VIRGINIA ST,"{'type': 'Point', 'coordinates': [-122.33256888, 47.6179534]}",Denny Triangle,North,Paid Parking,11,240.0,SW,34489,47.6179534,-122.33256888
567,MINOR AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.33308446, 47.62023889]}",South Lake Union,South,Paid Parking,7,600.0,W,34501,47.62023889,-122.33308446
568,MINOR AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.33287778, 47.62025858]}",South Lake Union,South,Paid Parking,10,600.0,E,34502,47.62025858,-122.33287778
569,MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.33309119, 47.62139739]}",South Lake Union,South,Paid Parking,13,600.0,W,34505,47.62139739,-122.33309119
570,MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.33288439, 47.62139794]}",South Lake Union,South,Restricted Parking Zone,29,120.0,E,34506,47.62139794,-122.33288439
571,MINOR AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.33309802, 47.62256499]}",South Lake Union,South,Paid Parking,14,600.0,W,34509,47.62256499,-122.33309802
572,MINOR AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.33288283, 47.62251773]}",South Lake Union,South,Paid Parking,11,600.0,E,34510,47.62251773,-122.33288283
573,MINOR AVE N BETWEEN VALLEY ST AND ALOHA ST,"{'type': 'Point', 'coordinates': [-122.33247238, 47.6264104]}",South Lake Union,North,Paid Parking,10,600.0,E,34518,47.6264104,-122.33247238
574,NAGLE PL BETWEEN E PINE ST AND E OLIVE ST,"{'type': 'Point', 'coordinates': [-122.32009917, 47.61586859]}",Capitol Hill,South,Paid Parking,9,240.0,W,34569,47.61586859,-122.32009917
575,OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.33693274, 47.61294182]}",Commercial Core,Retail,Paid Parking,2,120.0,NW,34661,47.61294182,-122.33693274
576,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.33621419, 47.61050049]}",Commercial Core,Retail,Paid Parking,4,120.0,NW,34837,47.61050049,-122.33621419
577,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.33607667, 47.61039683]}",Commercial Core,Retail,Paid Parking,1,120.0,SE,34838,47.61039683,-122.33607667
578,PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.33180157, 47.62024096]}",South Lake Union,South,Paid Parking,9,600.0,W,34877,47.62024096,-122.33180157
579,PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.33157855, 47.62024023]}",South Lake Union,South,Paid Parking,7,600.0,E,34878,47.62024023,-122.33157855
580,PONTIUS AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.33182921, 47.62139227]}",South Lake Union,South,Paid Parking,12,600.0,W,34881,47.62139227,-122.33182921
581,PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.33181611, 47.62251895]}",South Lake Union,South,Paid Parking,15,600.0,W,34885,47.62251895,-122.33181611
582,PONTIUS AVE N BETWEEN MERCER ST AND DEAD END,"{'type': 'Point', 'coordinates': [-122.3316418, 47.62451506]}",South Lake Union,South,Paid Parking,1,120.0,E,34890,47.62451506,-122.3316418
583,QUEEN ANNE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.35680791, 47.62391792]}",Uptown,Core,Paid Parking,5,120.0,W,34937,47.62391792,-122.35680791
584,QUEEN ANNE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.35662951, 47.62391452]}",Uptown,Core,Paid Parking,10,120.0,E,34938,47.62391452,-122.35662951
585,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,"{'type': 'Point', 'coordinates': [-122.28538146, 47.55827383]}",Columbia City,,Paid Parking,7,120.0,W,35021,47.55827383,-122.28538146
586,RAINIER AVE S BETWEEN S EDMUNDS ST AND S FERDINAND ST,"{'type': 'Point', 'coordinates': [-122.28512286, 47.55826939]}",Columbia City,,Paid Parking,6,120.0,E,35022,47.55826939,-122.28512286
587,REPUBLICAN ST BETWEEN TERRY AVE N AND BOREN AVE N,"{'type': 'Point', 'coordinates': [-122.33651591, 47.62326784]}",South Lake Union,South,Paid Parking,8,120.0,N,35197,47.62326784,-122.33651591
588,REPUBLICAN ST BETWEEN TERRY AVE N AND BOREN AVE N,"{'type': 'Point', 'coordinates': [-122.33653521, 47.62313632]}",South Lake Union,South,Paid Parking,4,120.0,S,35198,47.62313632,-122.33653521
589,REPUBLICAN ST BETWEEN PONTIUS AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33109516, 47.62318987]}",South Lake Union,South,Paid Parking,7,120.0,N,35201,47.62318987,-122.33109516
590,REPUBLICAN ST BETWEEN PONTIUS AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33110643, 47.62305276]}",South Lake Union,South,Paid Parking,7,120.0,S,35202,47.62305276,-122.33110643
591,ROOSEVELT WAY NE BETWEEN NE 43RD N ST AND NE 45TH ST,"{'type': 'Point', 'coordinates': [-122.31780478, 47.66054298]}",University District,Edge,Paid Parking,6,240.0,W,35237,47.66054298,-122.31780478
592,ROOSEVELT WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,"{'type': 'Point', 'coordinates': [-122.31736467, 47.66223912]}",University District,Edge,Paid Parking,14,240.0,E,35242,47.66223912,-122.31736467
593,ROY ST BETWEEN 2ND AVE N AND 3RD AVE N,"{'type': 'Point', 'coordinates': [-122.35214623, 47.62550049]}",Uptown,Edge,Paid Parking,2,240.0,N,35333,47.62550049,-122.35214623
594,SENECA ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.33590565, 47.60688102]}",Commercial Core,Retail,Paid Parking,6,120.0,NW,35417,47.60688102,-122.33590565
595,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.33481891, 47.60734541]}",Commercial Core,Retail,Paid Parking,3,120.0,NW,35421,47.60734541,-122.33481891
596,SENECA ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.33471437, 47.60723119]}",Commercial Core,Retail,Paid Parking,7,120.0,SE,35422,47.60723119,-122.33471437
597,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,"{'type': 'Point', 'coordinates': [-122.32922971, 47.60968103]}",First Hill,,Paid Parking,6,120.0,NW,35429,47.60968103,-122.32922971
598,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,"{'type': 'Point', 'coordinates': [-122.32918411, 47.60954538]}",First Hill,,Paid Parking,5,120.0,SE,35430,47.60954538,-122.32918411
599,SENECA ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32815042, 47.61013569]}",First Hill,,Paid Parking,5,120.0,NW,35433,47.61013569,-122.32815042
600,SENECA ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32804329, 47.610029]}",First Hill,,Paid Parking,5,120.0,SE,35434,47.610029,-122.32804329
601,SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE,"{'type': 'Point', 'coordinates': [-122.32258678, 47.61245254]}",First Hill,,Restricted Parking Zone,5,120.0,NW,35437,47.61245254,-122.32258678
602,SENECA ST BETWEEN BOYLSTON AVE AND HARVARD AVE,"{'type': 'Point', 'coordinates': [-122.32245377, 47.61236006]}",First Hill,,Paid Parking,4,120.0,SE,35438,47.61236006,-122.32245377
603,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.32523539, 47.61034248]}",First Hill,,Restricted Parking Zone,7,120.0,NW,35501,47.61034248,-122.32523539
604,SPRING ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.3251578, 47.61025244]}",First Hill,,Restricted Parking Zone,4,120.0,SE,35502,47.61025244,-122.3251578
605,SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,"{'type': 'Point', 'coordinates': [-122.32193846, 47.61172442]}",First Hill,,Paid Parking,8,120.0,NW,35505,47.61172442,-122.32193846
606,SPRING ST BETWEEN BOYLSTON AVE AND HARVARD AVE,"{'type': 'Point', 'coordinates': [-122.3218643, 47.61163295]}",First Hill,,Paid Parking,6,120.0,SE,35506,47.61163295,-122.3218643
607,STEWART ST BETWEEN 6TH AVE AND 7TH AVE,"{'type': 'Point', 'coordinates': [-122.33666037, 47.61400074]}",Denny Triangle,South,Paid Parking,6,120.0,NW,35525,47.61400074,-122.33666037
608,STEWART ST BETWEEN 6TH AVE AND 7TH AVE,"{'type': 'Point', 'coordinates': [-122.33652911, 47.61390233]}",Denny Triangle,South,Paid Parking,4,120.0,SE,35526,47.61390233,-122.33652911
609,STEWART ST BETWEEN MINOR AVE AND YALE AVE,"{'type': 'Point', 'coordinates': [-122.33135135, 47.61789756]}",Denny Triangle,North,Paid Parking,8,240.0,SE,35530,47.61789756,-122.33135135
610,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,"{'type': 'Point', 'coordinates': [-122.38092352, 47.667907]}",Ballard,Edge,Paid Parking,14,240.0,SW,35681,47.667907,-122.38092352
611,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,"{'type': 'Point', 'coordinates': [-122.38076096, 47.66793637]}",Ballard,Edge,Paid Parking,19,240.0,NE,35682,47.66793637,-122.38076096
612,TAYLOR AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.34644101, 47.61914667]}",Uptown Triangle,,Paid Parking,7,600.0,W,35693,47.61914667,-122.34644101
613,TAYLOR AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.34616925, 47.61915653]}",Uptown Triangle,,Paid Parking,6,600.0,E,35694,47.61915653,-122.34616925
614,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32181773, 47.6048662]}",First Hill,,Restricted Parking Zone,10,120.0,NW,35705,47.6048662,-122.32181773
615,TERRACE ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32173593, 47.60477148]}",First Hill,,Restricted Parking Zone,8,120.0,SE,35706,47.60477148,-122.32173593
616,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,"{'type': 'Point', 'coordinates': [-122.32207604, 47.60422151]}",First Hill,,Restricted Parking Zone,7,120.0,SW,35717,47.60422151,-122.32207604
617,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,"{'type': 'Point', 'coordinates': [-122.32195506, 47.60425599]}",First Hill,,Restricted Parking Zone,9,120.0,NE,35718,47.60425599,-122.32195506
618,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,"{'type': 'Point', 'coordinates': [-122.33286034, 47.61593642]}",Denny Triangle,North,Paid Parking,5,240.0,NE,35730,47.61593642,-122.33286034
619,TERRY AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.33727883, 47.61911578]}",South Lake Union,South,Paid Parking,9,120.0,W,35733,47.61911578,-122.33727883
620,THOMAS ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,"{'type': 'Point', 'coordinates': [-122.33776217, 47.62093987]}",South Lake Union,South,Paid Parking,1,120.0,N,35745,47.62093987,-122.33776217
621,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,"{'type': 'Point', 'coordinates': [-122.33236774, 47.62088111]}",South Lake Union,South,Restricted Parking Zone,7,120.0,N,35749,47.62088111,-122.33236774
622,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,"{'type': 'Point', 'coordinates': [-122.33231236, 47.62075516]}",South Lake Union,South,Restricted Parking Zone,4,120.0,S,35750,47.62075516,-122.33231236
623,UNION ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.33737977, 47.60848168]}",Commercial Core,Retail,Paid Parking,4,120.0,SE,35794,47.60848168,-122.33737977
624,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32882203, 47.61081539]}",First Hill,,Paid Parking,5,120.0,NW,35821,47.61081539,-122.32882203
625,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32873326, 47.61073647]}",First Hill,,Paid Parking,6,30.0,SE,35822,47.61073647,-122.32873326
626,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32769663, 47.6112925]}",First Hill,,Restricted Parking Zone,7,120.0,NW,35825,47.6112925,-122.32769663
627,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.3276113, 47.61119925]}",First Hill,,Restricted Parking Zone,6,120.0,SE,35826,47.61119925,-122.3276113
628,UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.3265659, 47.61178165]}",First Hill,,Paid Parking,5,120.0,NW,35829,47.61178165,-122.3265659
629,UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.3264665, 47.61167817]}",First Hill,,Restricted Parking Zone,5,120.0,SE,35830,47.61167817,-122.3264665
630,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,"{'type': 'Point', 'coordinates': [-122.31339781, 47.65443374]}",University District,Core,Paid Parking,14,120.0,W,35837,47.65443374,-122.31339781
631,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,"{'type': 'Point', 'coordinates': [-122.31321285, 47.65436312]}",University District,Core,Paid Parking,12,120.0,E,35838,47.65436312,-122.31321285
632,UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,"{'type': 'Point', 'coordinates': [-122.31334036, 47.6564863]}",University District,Core,Paid Parking,6,30.0,W,35841,47.6564863,-122.31334036
633,UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,"{'type': 'Point', 'coordinates': [-122.31316591, 47.65648421]}",University District,Core,Paid Parking,5,120.0,E,35842,47.65648421,-122.31316591
634,UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,"{'type': 'Point', 'coordinates': [-122.31320115, 47.66216612]}",University District,Core,Paid Parking,17,120.0,W,35845,47.66216612,-122.31320115
635,UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,"{'type': 'Point', 'coordinates': [-122.31303072, 47.66216493]}",University District,Core,Paid Parking,13,120.0,E,35846,47.66216493,-122.31303072
636,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,"{'type': 'Point', 'coordinates': [-122.31317705, 47.66400919]}",University District,Core,Paid Parking,6,120.0,W,35849,47.66400919,-122.31317705
637,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,"{'type': 'Point', 'coordinates': [-122.3129946, 47.66399698]}",University District,Core,Paid Parking,21,120.0,E,35850,47.66399698,-122.3129946
638,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,"{'type': 'Point', 'coordinates': [-122.34168272, 47.62632754]}",South Lake Union,North,Paid Parking,15,600.0,N,35881,47.62632754,-122.34168272
639,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,"{'type': 'Point', 'coordinates': [-122.34166966, 47.62619589]}",South Lake Union,North,Paid Parking,5,600.0,S,35882,47.62619589,-122.34166966
640,VALLEY ST BETWEEN BROAD ST AND TERRY AVE N,"{'type': 'Point', 'coordinates': [-122.33788753, 47.62564186]}",South Lake Union,North,Paid Parking,6,600.0,S,35886,47.62564186,-122.33788753
641,VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33168043, 47.62602813]}",South Lake Union,North,Paid Parking,7,600.0,N,35889,47.62602813,-122.33168043
642,VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33166834, 47.62591864]}",South Lake Union,North,Paid Parking,16,600.0,S,35890,47.62591864,-122.33166834
643,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34137469, 47.61214183]}",Belltown,South,Paid Parking,3,120.0,NW,35909,47.61214183,-122.34137469
644,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.35007728, 47.61375448]}",Belltown,North,Paid Parking,5,240.0,NW,35941,47.61375448,-122.35007728
645,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.34995178, 47.61367661]}",Belltown,North,Paid Parking,5,240.0,SE,35942,47.61367661,-122.34995178
646,WALL ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.34580134, 47.61706416]}",Belltown,North,Paid Parking,5,240.0,NW,35945,47.61706416,-122.34580134
647,WALL ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.34567306, 47.61698844]}",Belltown,North,Paid Parking,8,240.0,SE,35946,47.61698844,-122.34567306
648,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.3542549, 47.6203341]}",Uptown,Edge,Paid Parking,12,240.0,W,36009,47.6203341,-122.3542549
649,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.35401157, 47.62033866]}",Uptown,Edge,Paid Parking,15,240.0,E,36010,47.62033866,-122.35401157
650,WARREN AVE N BETWEEN MERCER ST AND ROY ST,"{'type': 'Point', 'coordinates': [-122.35417616, 47.62499535]}",Uptown,Edge,Paid Parking,1,30.0,W,36013,47.62499535,-122.35417616
651,WARREN AVE N BETWEEN MERCER ST AND ROY ST,"{'type': 'Point', 'coordinates': [-122.35401396, 47.62499475]}",Uptown,Edge,Paid Parking,2,240.0,E,36014,47.62499475,-122.35401396
652,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,"{'type': 'Point', 'coordinates': [-122.33573611, 47.60231142]}",Pioneer Square,Edge,Paid Parking,7,120.0,SW,36093,47.60231142,-122.33573611
653,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,"{'type': 'Point', 'coordinates': [-122.33551423, 47.60234501]}",Pioneer Square,Edge,Paid Parking,9,120.0,NE,36094,47.60234501,-122.33551423
654,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.33777699, 47.60456823]}",Commercial Core,Waterfront,Paid Parking,7,120.0,SW,36097,47.60456823,-122.33777699
655,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.33759003, 47.60464003]}",Commercial Core,Waterfront,Paid Parking,5,120.0,NE,36098,47.60464003,-122.33759003
656,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,"{'type': 'Point', 'coordinates': [-122.33908111, 47.60597802]}",Commercial Core,Waterfront,Paid Parking,7,120.0,SW,36101,47.60597802,-122.33908111
657,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,"{'type': 'Point', 'coordinates': [-122.3389263, 47.60605889]}",Commercial Core,Waterfront,Paid Parking,4,120.0,NE,36102,47.60605889,-122.3389263
658,WESTERN AVE BETWEEN UNION ST AND PIKE ST,"{'type': 'Point', 'coordinates': [-122.34074682, 47.60780892]}",Commercial Core,Waterfront,Paid Parking,9,120.0,SW,36105,47.60780892,-122.34074682
659,WESTERN AVE BETWEEN UNION ST AND PIKE ST,"{'type': 'Point', 'coordinates': [-122.34057019, 47.6079181]}",Commercial Core,Waterfront,Paid Parking,4,120.0,NE,36106,47.6079181,-122.34057019
660,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34920683, 47.61369313]}",Belltown,North,Paid Parking,10,240.0,SW,36109,47.61369313,-122.34920683
661,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34907831, 47.61380287]}",Belltown,North,Paid Parking,8,240.0,NE,36110,47.61380287,-122.34907831
662,WESTERN AVE BETWEEN WALL ST AND VINE ST,"{'type': 'Point', 'coordinates': [-122.35013221, 47.61425874]}",Belltown,North,Paid Parking,7,240.0,SW,36113,47.61425874,-122.35013221
663,WESTERN AVE BETWEEN WALL ST AND VINE ST,"{'type': 'Point', 'coordinates': [-122.35002003, 47.61435994]}",Belltown,North,Paid Parking,8,240.0,NE,36114,47.61435994,-122.35002003
664,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,"{'type': 'Point', 'coordinates': [-122.3510549, 47.61480461]}",Belltown,North,Paid Parking,10,240.0,SW,36117,47.61480461,-122.3510549
